Unnamed: 0,Player ID,Player Surname,Player Forename,Team,Position Id,recomendacion,cluster
1879,27698,Connolly,Matthew,Queens Park Rangers,2,"[11248, 86364, 39253, 51507, 91979]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
1885,56864,Coquelin,Francis,Arsenal,4,"[4990, 67731, 34296, 78056, 14295]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
1895,38462,Corluka,Vedran,Tottenham Hotspur,2,"[105322, 39253, 53238, 91979, 86364]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
1898,27440,Cox,Simon,West Bromwich Albion,6,"[97612, 95703, 15428, 3118, 11721]","[1409, 1710, 3118, 3897, 4445, 6286, 8595, 11721, 14166, 15395, 15428, 15675, 17955, 18215, 18804, 19645, 28157, 28541, 28593, 35865, 37352, 39439, 55415, 58778, 59125, 60865, 80979, 97612, 98769]"
1916,1989,Craddock,Jody,Wolverhampton Wanderers,2,"[42427, 86364, 51507, 39253, 91979]","[1131, 1940, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
1917,14898,Crofts,Andrew,Norwich City,4,"[33298, 10454, 56864, 49806, 77800]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
1941,3773,Crouch,Peter,Stoke City,6,"[3630, 39982, 20450, 27450, 37572]","[3630, 40142]"
1974,14469,Crusat,Albert,Wigan Athletic,4,"[2019, 37939, 81025, 37639, 52876]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
1989,17468,Cuéllar,Carlos,Aston Villa,2,"[18658, 7645, 1587, 3736, 82514]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
2007,19188,Dann,Scott,Blackburn Rovers,2,"[8358, 18144, 20658, 37847, 19341]","[1718, 1764, 7551, 7645, 7933, 8358, 8380, 10466, 11911, 12413, 15284, 15943, 17476, 19008, 19159, 19272, 19341, 19419, 19958, 20359, 21094, 26793, 37642, 37742, 37869, 39253, 41135, 43035, 51507, 68815]"
2034,41270,David Luiz,,Chelsea,2,"[9047, 1718, 48730, 20658, 19419]","[1930, 3296, 5750, 7712, 9493, 11467, 15968, 16234, 19053, 19124, 19714, 19740, 20488, 20658, 28183, 28654, 37847, 42427, 42593, 54772, 55604, 57214, 58786]"
2054,2559,Davies,Simon,Fulham,4,"[93666, 5589, 40555, 19196, 28301]","[999, 1307, 1615, 1840, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
2060,78774,Davis,David,Wolverhampton Wanderers,4,"[78774, 2559, 10451, 40564, 6769]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
2067,60232,Dawson,Craig,West Bromwich Albion,2,"[60232, 76359, 11248, 38462, 39464]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
2069,12679,Dawson,Michael,Tottenham Hotspur,2,"[60232, 51511, 26793, 11248, 27348]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
2082,51940,De Gea,David,Manchester United,1,"[39215, 11334, 15337, 1827, 15749]","[1803, 1822, 1827, 3119, 11334, 15337, 15749, 28491]"
2111,7958,Defoe,Jermain,Tottenham Hotspur,6,"[42544, 37352, 42493, 8595, 28541]",[]
2136,1679,Delap,Rory,Stoke City,4,"[15157, 14898, 19569, 1814, 49323]",[]
2162,51484,Delfouneso,Nathan,Aston Villa,6,"[19916, 66978, 5692, 1619, 80061]","[1619, 1795, 4454, 5692, 5730, 19916, 20298, 32317, 33223, 36968, 39776, 39982, 40275, 40399, 40501, 46581, 49013, 55586, 59970, 61538, 66749, 66978, 80061, 80181, 89328, 91126, 95703, 107853]"
2168,41823,Delph,Fabian,Aston Villa,4,"[67731, 40231, 78056, 4374, 88821]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
2179,39104,Dembélé,Moussa,Fulham,6,"[37084, 26900, 80979, 49013, 4570]",[]
2215,20226,Dempsey,Clint,Fulham,4,"[53371, 8378, 34296, 40660, 3273]",[]
2252,1420,Derry,Shaun,Queens Park Rangers,4,"[49384, 28342, 50471, 1615, 5043]","[7631, 11735, 16210, 16236, 20481, 28495, 49493, 50471, 52876, 55548]"
2281,49724,Di Santo,Franco,Wigan Athletic,6,"[14402, 37572, 26900, 49724, 38328]","[14402, 20452, 26900, 38328, 43274]"
2313,28147,Diamé,Mohamed,Wigan Athletic,4,"[57069, 7631, 41262, 28147, 103955]",[]
2339,6769,Diao,Salif,Stoke City,4,"[93666, 105190, 28554, 40555, 78774]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
2345,4990,Diarra,Mahamadou,Fulham,4,"[13594, 77800, 38290, 33298, 78056]","[363, 2019, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
2356,6219,Distin,Sylvain,Everton,2,"[13439, 11278, 18846, 19124, 1587]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
2383,19160,Djourou,Johan,Arsenal,2,"[42593, 80235, 18846, 14947, 1940]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
2401,17955,Dobbie,Stephen,Swansea City,6,"[39439, 59125, 66978, 39776, 91126]","[1409, 1710, 3118, 3897, 4445, 6286, 8595, 11721, 14166, 15395, 15428, 15675, 18215, 18804, 19645, 27440, 28157, 28541, 28593, 35865, 37352, 39439, 55415, 58778, 59125, 60865, 80979, 97612, 98769]"
2409,87835,Doherty,Matt,Wolverhampton Wanderers,2,"[39464, 51511, 91979, 54469, 42428]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
2410,26756,Doni,,Liverpool,1,"[18151, 4202, 5288, 66797, 9631]","[4202, 5207, 5288, 9631, 10954, 15903, 17687, 17694, 18151, 20531, 37634, 38251, 39725, 41705, 50264, 51922, 88658]"
2414,5075,Donovan,Landon,Everton,6,"[3897, 4445, 55586, 14402, 17500]","[1195, 6240, 14279, 16005, 19321, 19557, 20312, 37334, 42758, 57835, 62419]"
2421,20141,Dorrans,Graham,West Bromwich Albion,4,"[19057, 18892, 2160, 2570, 27258]","[3, 1814, 1936, 15157, 15237, 28568, 59013]"
2452,12002,Downing,Stewart,Liverpool,4,"[19057, 18586, 1256, 28499, 38429]",[19151]
2488,20450,Doyle,Kevin,Wolverhampton Wanderers,6,"[27440, 14402, 20452, 4570, 49013]",[27450]
2521,39202,Drenthe,Royston,Everton,4,"[18753, 10425, 19959, 3, 28499]","[10425, 18753, 19196, 19959]"
2542,12303,Drogba,Didier,Chelsea,6,"[12813, 39104, 19645, 40755, 12297]",[]
2566,2562,Drury,Adam,Norwich City,2,"[39464, 90801, 6254, 3296, 4098]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
2578,1256,Duff,Damien,Fulham,4,"[3332, 51887, 38429, 2559, 15276]","[15944, 20695, 41262, 51938]"
2606,61933,Duffy,Shane,Everton,2,"[53238, 11248, 39464, 2399, 91979]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
2610,1274,Dunn,David,Blackburn Rovers,4,"[4611, 15944, 2019, 20141, 34296]","[8597, 19921, 56979]"
2636,1764,Dunne,Richard,Aston Villa,2,"[18846, 42996, 19188, 19124, 11883]","[1718, 7551, 7645, 7933, 8358, 8380, 10466, 11911, 12413, 15284, 15943, 17476, 19008, 19159, 19188, 19272, 19341, 19419, 19958, 20359, 21094, 26793, 37642, 37742, 37869, 39253, 41135, 43035, 51507, 68815]"
2664,21083,Dyer,Nathan,Swansea City,4,"[34296, 44302, 11829, 21060, 20467]","[1212, 8378, 12765, 21060, 28499, 53392]"
2667,1840,Dyer,Kieron,Queens Park Rangers,4,"[13308, 4990, 81880, 88894, 1615]","[999, 1307, 1615, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
2699,42544,Dzeko,Edin,Manchester City,6,"[49724, 18953, 46581, 37572, 49013]",[50175]
2729,18428,Eagles,Chris,Bolton Wanderers,4,"[39217, 38429, 36903, 20141, 18586]",[39765]
2763,19557,Ebanks-Blake,Sylvain,Wolverhampton Wanderers,6,"[51484, 57835, 15428, 15395, 19321]","[1195, 5075, 6240, 14279, 16005, 19321, 20312, 37334, 42758, 57835, 62419]"
2786,16236,Edwards,David,Wolverhampton Wanderers,4,"[3273, 40660, 50232, 20467, 49013]","[1420, 7631, 11735, 16210, 20481, 28495, 49493, 50471, 52876, 55548]"
2812,41262,Elliott Bennett,,Norwich City,4,"[20695, 51887, 3658, 38530, 1256]","[1256, 15944, 20695, 51938]"
2845,37339,Elmohamady,Ahmed,Sunderland,4,"[38297, 56979, 14898, 59325, 40616]","[7525, 11829, 17349, 38429, 59949]"
2863,19084,Elokobi,George,Wolverhampton Wanderers,2,"[61933, 1940, 19714, 87860, 34285]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
2872,4740,Emerton,Brett,Blackburn Rovers,4,"[1840, 999, 1615, 81880, 74208]","[999, 1307, 1615, 1840, 2559, 4374, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
2874,19946,Ephraim,Hogan,Queens Park Rangers,4,"[28301, 19197, 40555, 999, 88894]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
2876,8442,Essien,Michael,Chelsea,4,"[41792, 77800, 39895, 4990, 67731]","[363, 2019, 4990, 7670, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
2890,2570,Etherington,Matthew,Stoke City,4,"[28568, 51887, 1256, 59949, 3332]",[33298]
2920,10454,Etuhu,Dickson,Fulham,4,"[49806, 33298, 15073, 4990, 77800]","[363, 2019, 4990, 7670, 8442, 9110, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
2942,37642,Evans,Jonny,Manchester United,2,"[17476, 7551, 26793, 1718, 21094]","[1718, 1764, 7551, 7645, 7933, 8358, 8380, 10466, 11911, 12413, 15284, 15943, 17476, 19008, 19159, 19188, 19272, 19341, 19419, 19958, 20359, 21094, 26793, 37742, 37869, 39253, 41135, 43035, 51507, 68815]"
2971,14075,Evra,Patrice,Manchester United,2,"[3785, 17127, 27698, 46695, 20359]","[3785, 13310, 17336, 26725, 28146, 34285, 47390]"
3008,54771,Fabio,,Manchester United,2,"[42425, 37269, 105322, 38462, 42428]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
3013,67731,Faurlin,Alejandro,Queens Park Rangers,4,"[12150, 10561, 50472, 1632, 28301]","[5589, 10561, 12150, 28448, 28468]"
3033,41184,Fellaini,Marouane,Everton,4,"[3273, 49013, 1632, 16236, 21091]",[3273]
3067,2034,Ferdinand,Rio,Manchester United,2,"[11278, 16854, 15201, 1809, 1587]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
3068,13898,Ferdinand,Anton,Queens Park Rangers,2,"[6219, 11378, 18846, 18658, 1764]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
3131,61944,Ferguson,Shane,Newcastle United,2,"[19084, 1940, 19718, 37269, 54771]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
3138,16734,Ferreira,Paulo,Chelsea,2,"[11883, 92790, 34285, 37869, 103903]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322, 106603]"
3144,34285,Figueroa,Maynor,Wigan Athletic,2,"[28146, 17336, 48730, 3785, 4098]","[3785, 13310, 14075, 17336, 26725, 28146, 47390]"
3182,91979,Flanagan,John,Liverpool,2,"[6298, 86364, 42428, 42425, 12780]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 92790, 103903, 105322, 106603]"
3187,14295,Fletcher,Darren,Manchester United,4,"[78056, 83701, 2559, 10451, 73459]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
3190,18953,Fletcher,Steven,Wolverhampton Wanderers,6,"[27450, 3773, 39982, 42493, 4255]","[4570, 15398, 27697]"
3227,14947,Foley,Kevin,Wolverhampton Wanderers,2,"[80235, 1940, 19053, 61933, 6298]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
3243,105190,Forde,Anthony,Wolverhampton Wanderers,4,"[42518, 10451, 2559, 79843, 40564]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 114042]"
3249,58900,Formica,Mauro,Blackburn Rovers,4,"[12002, 19151, 21083, 53392, 4719]",[]
3283,14279,Fortuné,Marc-Antoine,West Bromwich Albion,6,"[43020, 14279, 37572, 49013, 20450]","[1195, 5075, 6240, 16005, 19321, 19557, 20312, 37334, 42758, 57835, 62419]"
3300,9089,Foster,Ben,West Bromwich Albion,1,"[19236, 15337, 18151, 10954, 26756]","[19236, 20066]"
3337,17812,Fox,David,Norwich City,4,"[1936, 57069, 1812, 14775, 27258]",[]
3365,105086,Frei,Kerim,Fulham,4,"[14775, 81880, 53371, 88821, 37939]","[14775, 58771]"
3381,1803,Friedel,Brad,Tottenham Hotspur,1,"[38251, 1822, 10954, 51922, 1803]","[1822, 1827, 3119, 11334, 15337, 15749, 28491, 51940]"
3419,56861,Frimpong,Emmanuel,Arsenal,4,"[1307, 38290, 34296, 79843, 78056]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56864, 56944, 57069, 73459, 77800, 78056, 80442, 81880, 92372]"
3430,106603,Fryers,Ezekiel,Manchester United,2,"[92790, 39464, 51511, 87835, 54469]","[1131, 1940, 1989, 2399, 3665, 6298, 11248, 11883, 12450, 12674, 12679, 12780, 13439, 14919, 14965, 16734, 18658, 19084, 19718, 27348, 27698, 37269, 38462, 39464, 41727, 42425, 42428, 46695, 48730, 51511, 52477, 53238, 54469, 54771, 60232, 61933, 61944, 65807, 74230, 75880, 78108, 82263, 86364, 87835, 87860, 90801, 91979, 92790, 103903, 105322]"
3432,11721,Fuller,Ricardo,Stoke City,6,"[4454, 95703, 59125, 3118, 19688]","[1409, 1710, 3118, 3897, 4445, 6286, 8595, 14166, 15395, 15428, 15675, 17955, 18215, 18804, 19645, 27440, 28157, 28541, 28593, 35865, 37352, 39439, 55415, 58778, 59125, 60865, 80979, 97612, 98769]"
3445,18151,Fülöp,Marton,West Bromwich Albion,1,"[5288, 5207, 66797, 28491, 50264]","[4202, 5207, 5288, 9631, 10954, 15903, 17687, 17694, 20531, 26756, 37634, 38251, 39725, 41705, 50264, 51922, 88658]"
3446,1059,Gabbidon,Daniel,Queens Park Rangers,2,"[11278, 17476, 12450, 1764, 1940]","[973, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 6254, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
3463,6254,Gallas,William,Tottenham Hotspur,2,"[1950, 17476, 12674, 14775, 74230]","[973, 1059, 1216, 1587, 1640, 1809, 1841, 1869, 1934, 1950, 2004, 2034, 2562, 3736, 4142, 6219, 8371, 11078, 11378, 12443, 13898, 14278, 14947, 15201, 15498, 15864, 16854, 17127, 17468, 17974, 18144, 18832, 18846, 19160, 40146, 42744, 45139, 55909, 58845, 80235, 80254, 82514, 83428]"
3478,28468,Gardner,Craig,Sunderland,4,"[12150, 5589, 63370, 50471, 1411]","[5589, 10561, 12150, 28448, 67731]"
3480,1307,Gardner,Ricardo,Bolton Wanderers,4,"[37939, 78774, 10425, 40555, 999]","[999, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28342, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
3481,77800,Gardner,Gary,Aston Villa,4,"[44302, 4740, 18215, 53371, 14489]","[363, 2019, 4990, 7670, 8442, 9110, 10454, 12882, 13227, 13308, 13594, 14469, 14898, 15076, 15188, 18586, 19556, 27258, 27696, 27707, 28097, 34296, 37639, 38297, 39217, 41208, 41823, 43191, 49384, 49944, 50232, 51887, 56861, 56864, 56944, 57069, 73459, 78056, 80442, 81880, 92372]"
3526,11911,Gary Caldwell,,Wigan Athletic,2,"[42996, 17468, 1764, 19124, 7551]","[1718, 1764, 7551, 7645, 7933, 8358, 8380, 10466, 12413, 15284, 15943, 17476, 19008, 19159, 19188, 19272, 19341, 19419, 19958, 20359, 21094, 26793, 37642, 37742, 37869, 39253, 41135, 43035, 51507, 68815]"
3562,28342,Gecov,Marcel,Fulham,4,"[19197, 19946, 40555, 999, 88894]","[999, 1307, 1615, 1840, 2559, 4374, 4740, 5043, 6769, 7459, 10451, 13524, 14295, 14489, 15109, 17891, 18215, 18430, 19197, 19602, 19688, 19946, 20589, 28566, 37939, 38290, 39104, 40231, 40387, 40564, 40660, 42518, 43250, 44302, 53371, 59304, 59325, 74208, 75773, 78774, 79843, 81025, 83701, 88821, 88894, 91128, 93666, 98464, 103955, 105190, 114042]"
